source,target,feature,clf,accuracy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
1,2,0,0,0.940476190476,1.0,0.928571428571,1.0,0.8125,1.0,0.954545454545,1.0,0.928571428571,0.888888888889,1.0,0.888888888889,0.954545454545,1.0,0.928571428571,0.941176470588,0.896551724138,0.941176470588,0.954545454545,8,14,18,13,9,22,8,0,0,0,0,0,0,13,0,1,0,0,0,1,16,0,0,1,0,0,0,13,0,0,0,0,0,1,8,0,0,0,0,1,0,21
1,2,1,0,0.857142857143,1.0,0.6,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.473684210526,1.0,0.866666666667,1.0,0.75,1.0,0.642857142857,0.857142857143,0.928571428571,9,15,20,19,6,15,9,0,0,0,0,0,0,15,0,0,0,0,0,0,20,0,0,0,0,8,0,9,2,0,0,0,0,0,6,0,0,2,0,0,0,13
1,2,3,0,0.845238095238,1.0,0.615384615385,0.75,1.0,1.0,0.958333333333,0.909090909091,0.941176470588,1.0,0.4375,0.9,0.958333333333,0.952380952381,0.744186046512,0.857142857143,0.608695652174,0.947368421053,0.958333333333,11,17,6,16,10,24,10,0,1,0,0,0,0,16,0,0,0,1,0,0,6,0,0,0,0,9,0,7,0,0,0,1,0,0,9,0,0,0,1,0,0,23
1,3,0,0,0.952380952381,1.0,0.904761904762,0.909090909091,0.933333333333,1.0,1.0,0.916666666667,0.95,0.909090909091,1.0,1.0,0.941176470588,0.95652173913,0.926829268293,0.909090909091,0.965517241379,1.0,0.969696969697,12,20,11,14,10,17,11,0,1,0,0,0,0,19,0,1,0,0,0,1,10,0,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,1,0,0,0,16
1,3,1,0,0.571428571429,1.0,0.55,0.333333333333,0.636363636364,0.125,0.913043478261,0.0666666666667,0.785714285714,0.875,0.466666666667,0.0909090909091,1.0,0.125,0.647058823529,0.48275862069,0.538461538462,0.105263157895,0.954545454545,15,14,8,15,11,21,1,0,14,0,0,0,0,11,0,1,1,1,0,0,7,0,0,1,0,2,0,7,6,0,0,7,0,3,1,0,0,0,0,0,0,21
1,3,3,0,0.892857142857,0.857142857143,0.833333333333,1.0,0.666666666667,1.0,1.0,1.0,1.0,0.857142857143,0.727272727273,0.733333333333,1.0,0.923076923077,0.909090909091,0.923076923077,0.695652173913,0.846153846154,1.0,12,15,14,11,15,17,12,0,0,0,0,0,0,15,0,0,0,0,2,0,12,0,0,0,0,3,0,8,0,0,0,0,0,4,11,0,0,0,0,0,0,17
2,0,0,0,0.738095238095,0.0,1.0,0.666666666667,0.944444444444,0.428571428571,0.9375,0.0,0.277777777778,1.0,1.0,1.0,0.882352941176,0.0,0.434782608696,0.8,0.971428571429,0.6,0.909090909091,7,18,16,17,9,17,0,0,7,0,0,0,0,5,0,0,12,1,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,1,1,0,15
2,0,1,0,0.833333333333,1.0,1.0,0.631578947368,0.75,1.0,0.851851851852,0.4,0.571428571429,1.0,1.0,0.933333333333,0.958333333333,0.571428571429,0.727272727273,0.774193548387,0.857142857143,0.965517241379,0.901960784314,10,14,12,9,15,24,4,0,6,0,0,0,0,8,1,1,0,4,0,0,12,0,0,0,0,0,0,9,0,0,0,0,0,1,14,0,0,0,0,1,0,23
2,0,3,0,0.642857142857,0.0,0.909090909091,0.51724137931,0.51724137931,0.5,1.0,0.0,0.909090909091,0.9375,1.0,0.0714285714286,0.866666666667,0.0,0.909090909091,0.666666666667,0.681818181818,0.125,0.928571428571,13,11,16,15,14,15,0,0,13,0,0,0,0,10,0,1,0,0,0,0,15,0,1,0,0,0,0,15,0,0,0,1,0,12,1,0,0,0,1,1,0,13
2,1,0,0,0.702380952381,0.631578947368,0.714285714286,1.0,1.0,0.363636363636,1.0,1.0,0.909090909091,0.5625,0.0625,0.888888888889,0.95,0.774193548387,0.8,0.72,0.117647058824,0.516129032258,0.974358974359,12,11,16,16,9,20,12,0,0,0,0,0,0,10,0,0,1,0,7,0,9,0,0,0,0,2,0,1,13,0,0,1,0,0,8,0,0,1,0,0,0,19
